,high,low,open,volumefrom,volumeto,close,market_cap,progression daily,progression tomorrow,target,ema_26,ema_12,macd,rsi,relative_volume,obv,atr,bollinger_upper,bollinger_lower,k,momentum,difficulty
2015-05-24,242.39,237.48,238.94,30256.48,7278251.72,240.98,3424926508.0275016,-0.005949161709031925,0.008537708211266315,1,236.3869805352385,236.68708407997332,0.30010354473481016,45.00811688311682,0.6283759811902959,28540451.119999588,5.371428571428568,244.50063987433882,230.23536012566117,60.488958990536275,2.5600000000000023,48807487244.68138
2015-05-25,241.79,235.81,240.98,26385.48,6301300.86,237.41,3371792792.55,0.008537708211266315,-0.014814507428002277,0,236.7272041992949,237.34753268305434,0.6203284837594367,52.02060221870038,0.5704795007816389,34841751.97999959,5.434999999999998,244.75124463864725,230.18575536135276,76.81962025316447,4.079999999999984,48807487244.68138
2015-05-26,238.99,235.58,237.41,37077.02,8842430.86,237.84,3373426620.6825,-0.014814507428002277,0.0018112126700644549,1,236.7777816660138,237.3571430395075,0.5793613734936969,41.839762611275916,0.8050653520972365,25999321.119999588,5.54785714285714,244.78957179784362,230.30642820215638,48.57594936708855,0.21000000000000796,48807487244.68138
2015-05-27,238.95,235.89,237.84,48026.76,11445501.96,237.29,3370470121.0375,0.0018112126700644549,-0.0023124789774638943,0,236.85646450556834,237.4314287257371,0.5749642201687664,43.11487481590569,1.10595986198745,37444823.07999959,5.063571428571426,244.2565085968318,231.62049140316827,59.082733812949705,1.6100000000000136,48807487244.68138
2015-05-28,238.41,236.23,237.29,35748.86,8508673.17,237.32,3374927913.9625015,-0.0023124789774638943,0.0001264275780690216,1,236.8885782458966,237.4096704602391,0.5210922143425023,52.0213238560639,0.8723007035713789,28936149.909999587,4.560714285714283,244.24062681704444,231.59237318295553,54.13669064748197,0.9899999999999807,48807487244.68138
2015-05-29,237.89,235.13,237.32,38923.78,9241377.0,237.03,3369940317.075,0.0001264275780690216,-0.0012219787628517942,0,236.92053541286722,237.3958750048177,0.4753395919504726,50.953678474114355,0.9592984140364667,38177526.90999959,4.522142857142853,243.29602804554636,231.8949719544536,54.40647482014385,4.680000000000007,48807487244.68138
2015-05-30,237.06,231.59,237.03,41630.86,9738568.03,233.22,3319341161.04,-0.0012219787628517942,-0.016073914694342495,0,236.92864390080297,237.33958654253806,0.4109426417350903,49.61381190368011,0.9865969857580692,28438958.879999585,4.702142857142852,242.79134391206,231.96265608794008,51.79856115107917,5.009999999999991,48807487244.68138
2015-05-31,233.99,229.13,233.22,38997.51,9036624.56,229.84,3266430207.375,-0.016073914694342495,-0.01449275362318836,0,236.65392953778053,236.7058039975322,0.05187445975167293,43.94366197183096,0.9005076824790441,19402334.319999583,5.093571428571423,242.61407910715283,231.4659208928472,30.84464555052795,-0.7400000000000091,48807487244.68138
2015-06-01,231.76,220.97,229.84,87057.03,19658919.58,223.14,3176729202.67,-0.01449275362318836,-0.02915071353985388,0,236.14919401646347,235.64952645945033,-0.49966755701314014,38.52982954545448,1.864248795787152,-256585.26000041515,5.5657142857142805,242.41525408707096,230.46774591292902,41.40989729225028,-5.539999999999992,47589591153.62501
2015-06-02,227.44,222.25,223.14,60804.73,13666049.75,225.74,3212024675.365,-0.02915071353985388,0.011651877744913719,1,235.18555001524396,233.7249839272272,-1.4605660880167477,34.77564102564098,1.260795880286659,-13922635.010000415,5.748571428571424,243.50674371127636,227.5322562887237,10.130718954248314,-17.230000000000018,47589591153.62501
2015-06-03,227.86,223.69,225.74,54353.18,12279838.72,225.59,3208477948.985,0.011651877744913719,-0.0006644812616284357,0,234.4858796437444,232.49652486149995,-1.9893547822444475,40.536467751657604,1.1280525312774847,-1642796.2900004145,5.821428571428569,244.07501572781712,225.8999842721829,22.26890756302527,-13.199999999999989,47589591153.62501
2015-06-04,226.71,223.49,225.59,44055.99,9934190.66,224.22,3189861690.38,-0.0006644812616284357,-0.006072964227137767,0,233.82692559605965,231.43398257511535,-2.3929430209443012,36.66772857597959,0.9136567065010769,-11576986.950000415,5.720714285714284,244.37482049408777,224.46917950591228,21.568627450980426,-15.389999999999986,47589591153.62501
2015-06-05,226.36,222.15,224.22,56455.17,12703848.43,225.29,3197922617.155,-0.006072964227137767,0.004772098831504756,1,233.11530147783301,230.32413910202067,-2.7911623758123483,32.195277600510536,1.2074653196881273,-24280835.380000412,5.447142857142857,244.61607220002253,222.92992779997746,15.172735760971065,-13.189999999999998,47589591153.62501
2015-06-06,225.76,223.53,225.29,22467.76,5074897.56,224.74,3205714609.215,0.004772098831504756,-0.0024412978827288434,0,232.53564951651205,229.54965616324824,-2.985993353263808,22.501823486506197,0.4943868350444726,-19205937.820000414,5.152857142857142,244.63613658288827,221.81586341711179,20.168067226890738,-12.550000000000011,47589591153.62501
2015-06-07,226.36,222.21,224.74,40481.39,9097310.34,223.47,3181906060.795,-0.0024412978827288434,-0.005650974459375346,0,231.9581939967704,228.80970906121004,-3.1484849355603615,23.247927656367764,0.8751649473804792,-28303248.160000414,5.098571428571428,244.5625141031369,220.7334858968631,18.10758885686845,-12.549999999999983,47589591153.62501
2015-06-08,229.91,222.99,223.47,74152.69,16824026.1,228.57,3254270843.1550016,-0.005650974459375346,0.022821855282588288,1,231.32943888589853,227.98821535948542,-3.3412235264131027,16.026387272021793,1.5093428980179122,-45127274.260000415,5.1657142857142855,244.79125839852918,219.58774160147084,13.873473917869026,-13.849999999999994,47589591153.62501
2015-06-09,231.36,227.51,228.57,54837.44,12617632.43,229.56,3266011479.8399987,0.022821855282588288,0.004331277070481754,1,231.1250360054616,228.07772068879535,-3.047315316666243,33.80952380952378,1.1052347069142645,-32509641.830000415,5.343571428571431,244.72255137676174,219.31144862323825,42.26918798665183,-8.460000000000008,47589591153.62501
2015-06-10,230.44,227.84,229.56,41639.32,9556657.69,228.79,3258552454.57,0.004331277070481754,-0.003354242899459847,0,231.00910741246446,228.3057636597499,-2.703343752714545,35.13998564249819,0.8471215762540347,-22952984.140000418,5.310714285714288,244.51326409876881,219.08073590123112,49.25458715596333,-3.6599999999999966,47589591153.62501
2015-06-11,230.64,228.54,228.79,38004.06,8745318.46,229.88,3271815631.7050014,-0.003354242899459847,0.004764194239258668,1,230.84472908561526,228.38026155824994,-2.464467527365315,34.864672364672344,0.7740430391838123,-31698302.60000042,5.305000000000001,244.13427190622667,218.80072809377327,46.21749408983451,-1.0500000000000114,47589591153.62501
2015-06-12,231.58,229.29,229.88,40744.82,9406856.66,230.46,3280122726.235,0.004764194239258668,0.0025230555072213168,1,230.77326767186597,228.6109905492884,-2.1622771225775637,37.23404255319148,0.8317252660097271,-22291445.94000042,5.30714285714286,242.90687034710206,218.9791296528979,55.376009944064606,6.740000000000009,47589591153.62501
2015-06-13,233.14,229.01,230.46,38008.73,8803491.08,232.48,3310175113.435,0.0025230555072213168,0.008765078538574889,1,230.75006265913515,228.89545354170556,-1.8546091174295896,38.83792048929663,0.7830015358935436,-13487954.860000418,5.192857142857146,241.87517782244095,219.16282217755906,72.8878648233487,4.719999999999999,47589591153.62501
2015-06-14,235.51,232.09,232.48,32894.87,7700053.79,233.75,3324945178.735,0.008765078538574889,0.005462835512732411,1,230.8782061658659,229.446922227597,-1.4312839382688765,48.661360347322656,0.6907245515213443,-5787901.070000418,4.989285714285716,240.38833855640306,219.79966144359693,79.16093535075652,6.889999999999986,47589591153.62501
2015-06-15,238.55,233.29,233.75,63467.09,15006949.33,237.0,3375220318.155,0.005462835512732411,0.013903743315508033,1,231.090931635061,230.10893419258207,-0.981997442478928,57.657657657657566,1.3875398583228906,9219048.25999958,4.547857142857146,239.77903857213857,220.04296142786143,70.73170731707312,9.530000000000001,49692386354.89384
2015-06-16,254.15,235.7,237.0,122473.61,29956654.2,249.82,3564086480.705,0.013903743315508033,0.05409282700421936,1,231.52864040283424,231.16909816295407,-0.3595422398801702,81.38586956521726,2.500738458378514,39175702.459999576,5.462857142857146,239.60116025124697,220.13683974875303,46.406249999999986,11.710000000000008,49692386354.89384
2015-06-17,258.48,245.09,249.82,121617.91,30652977.32,247.38,3524530310.6400013,0.05409282700421936,-0.009767032263229503,0,232.88355592855024,234.03846767634576,1.1549117477955235,87.27554179566552,2.3062107147389934,69828679.77999958,6.660000000000003,243.35111188120433,217.63988811879565,76.16295072942467,25.079999999999984,49692386354.89384
2015-06-18,251.95,242.46,247.38,78135.55,19421567.7,248.44,3536733401.1999984,-0.009767032263229503,0.004284905812919515,1,233.9573666005095,236.0910111107541,2.1336445102446078,81.49754264238211,1.3903174988155231,50407112.07999958,7.107857142857144,245.64140347244427,216.35559652755575,69.44673823286534,23.909999999999997,49692386354.89384
2015-06-19,250.81,243.65,248.44,84699.65,20914718.44,244.13,3457685093.145,0.004284905812919515,-0.01734825309933985,0,235.030154259731,237.99085555525346,2.9607012955224548,85.32672112018662,1.436879651596439,71321830.51999958,7.318571428571429,247.98328761453854,215.15471238546138,72.31872070581743,19.870000000000005,49692386354.89384
2015-06-20,246.63,238.7,244.13,51281.32,12470598.74,244.98,3492955382.99,-0.01734825309933985,0.0034817515258263043,1,235.70421690715833,238.9353393159837,3.231122408825371,75.10660980810229,0.8267481357033741,58851231.77999958,7.855000000000002,249.45862380388164,214.77037619611835,60.43562172594426,14.569999999999993,49692386354.89384
2015-06-21,246.03,240.94,244.98,25152.47,6140997.64,244.1,3488836375.125,0.0034817515258263043,-0.0035921299697934117,0,236.39131195107254,239.86528711352466,3.4739751624521205,76.75832892649382,0.41290263417236756,64992229.41999958,7.922142857142859,251.09684530748336,214.6461546925167,61.961115807269586,16.189999999999998,49692386354.89384
2015-06-22,248.6,243.16,244.1,47587.53,11713076.05,247.46,3536683169.6000013,-0.0035921299697934117,0.013764850471118528,1,236.96232588062273,240.51678140375162,3.554455523128894,77.55810846914233,0.8073706028134562,53279153.36999957,7.816428571428574,252.1991193383766,215.63988066162335,53.56796900226022,14.219999999999999,49692386354.89384
2015-06-23,247.67,242.32,247.46,38427.99,9432470.15,243.76,3488498071.6,0.013764850471118528,-0.014951911420027497,0,237.73993137094695,241.58496888009753,3.845037509150586,76.46399551695147,0.6605292379530647,62711623.51999957,7.635000000000001,253.8122137787534,216.19878622124656,64.03394255874672,17.0,49692386354.89384
2015-06-24,244.51,239.05,243.76,47109.76,11415709.88,240.56,3442040366.0175014,-0.014951911420027497,-0.01312766655726938,0,238.18586238050642,241.91958905239022,3.733726671883801,68.48958333333326,0.7920447924424818,51295913.63999957,8.05,254.56041339855034,217.26758660144964,50.83500334001331,11.280000000000001,49692386354.89384
2015-06-25,243.65,239.32,240.56,40360.36,9791297.92,242.56,3470729479.685,-0.01312766655726938,0.008313934153641567,1,238.36172442639486,241.71042150586862,3.348697079473766,64.4134215037962,0.6758364900732857,41504615.71999957,8.217142857142859,254.6372316702772,218.8247683297228,39.19239904988124,6.810000000000002,49692386354.89384
2015-06-26,243.49,240.14,242.56,37617.83,9112156.6,242.95,3471728541.2025,0.008313934153641567,0.0016078496042215562,1,238.67270780221747,241.84112588958115,3.1684180873636762,65.18926689027307,0.6298744870984521,50616772.31999957,8.257142857142858,254.83078666194655,220.35821333805342,45.978961655921275,5.560000000000002,49692386354.89384
2015-06-27,251.57,241.83,242.95,54700.08,13525813.79,250.73,3589074420.225,0.0016078496042215562,0.032023050010290266,1,238.98954426131246,242.01172190656865,3.0221776452561926,65.03008423586034,0.9136636274023606,64142586.10999957,8.657857142857143,254.77921919860904,222.2307808013909,41.151951496779006,-6.8700000000000045,49692386354.89384
2015-06-28,251.59,246.62,250.73,39892.18,9955671.92,248.88,3557369715.93,0.032023050010290266,-0.007378454911657895,0,239.85920764936338,243.35299545940424,3.493787810040857,69.28767702388497,0.6652616487050527,74098258.02999957,8.914285714285716,255.38900457947088,224.3469954205291,69.23382294561326,3.3499999999999943,49692386354.89384
2015-06-29,257.54,247.96,248.88,92643.49,23504772.6,256.97,3672257830.226641,-0.007378454911657895,0.03250562520090017,1,240.52741449015127,244.20330385026512,3.6758893601138425,65.79661724785964,1.5094220736147739,50593485.42999957,9.165000000000003,255.9428845893047,225.8241154106953,57.857769973661064,0.4399999999999977,49402014931.22746
2015-06-30,268.73,255.37,256.97,116532.34,30621602.74,264.12,3760650012.699992,0.03250562520090017,0.027824259641203053,1,241.7453837871771,246.16741095022434,4.4220271630472325,68.9360895126114,1.9604687933001348,81215088.16999957,9.12571428571429,257.9499094905298,226.55809050947016,60.83916083916091,12.840000000000032,49402014931.22746
2015-07-01,265.0,254.41,264.12,66934.73,17316801.19,257.62,3691294141.84,0.027824259641203053,-0.02461002574587312,0,243.40276276590473,248.92934772711288,5.526584961208158,65.19337016574583,1.1806684385400954,98531889.35999957,8.347857142857146,261.2168869827712,226.82411301722888,84.64868464868461,19.140000000000015,49402014931.22746
2015-07-02,261.29,253.09,257.62,45004.59,11560214.6,254.88,3651410104.6425366,-0.02461002574587312,-0.010635820200295076,0,244.45589144991177,250.2663711537109,5.810479703799132,60.015649452269145,0.8195582476028638,86971674.75999957,8.457857142857147,262.27332951595395,228.5416704840461,63.00366300366299,13.52000000000001,49402014931.22746
2015-07-03,256.71,252.44,254.88,36579.6,9335969.35,255.4,3659678537.625,-0.010635820200295076,0.002040175768989405,1,245.2280476388072,250.97616020698615,5.7481125681789536,56.098484848484816,0.703096140372164,77635705.40999958,8.316428571428576,262.44089124358396,230.8161087564161,53.879453879453855,7.4199999999999875,49402014931.22746
2015-07-04,261.08,253.37,255.4,32951.08,8502000.62,260.55,3736024266.375,0.002040175768989405,0.020164447924823747,1,245.98152559148815,251.6567509443729,5.675225352884752,61.49765354009383,0.6542568792858666,86137706.02999958,8.171428571428574,262.55815737093576,232.99084262906422,55.08760107816708,11.640000000000015,49402014931.22746
2015-07-05,274.14,257.61,260.55,48445.72,12906220.27,270.14,3889432509.487961,0.020164447924823747,0.0368067549414699,1,247.0606718439705,253.02494310677707,5.964271262806562,64.60326392796847,0.9575677905310778,99043926.29999958,9.146428571428572,263.3955754054066,234.8334245945934,61.271017383870095,19.99000000000001,49402014931.22746
2015-07-06,277.48,266.46,270.14,90578.41,14242625.38,269.08,3855533497.75,0.0368067549414699,-0.003923891315614103,0,248.7702517073801,255.6580287826575,6.887777075277398,70.99322799097061,1.042742841251646,113286551.67999958,9.967142857142859,266.7264091933012,234.8165908066987,80.90033827738738,27.579999999999984,49402014931.22746
2015-07-07,271.34,263.21,269.08,41609.36,11104556.73,266.21,3810376692.0404396,-0.003923891315614103,-0.010665972944849167,0,250.27467750683346,257.72294743147944,7.4482699246459845,68.10113864701937,0.8059486295015751,102181994.94999957,10.165714285714287,269.6518793607202,233.81712063927975,78.14207650273217,26.129999999999995,49402014931.22746
2015-07-08,273.57,263.18,266.21,45290.37,12157995.11,268.64,3871966451.4313917,-0.010665972944849167,0.0091281319259231,1,251.45507176558652,259.0286478266364,7.5735760610498915,69.0609611139412,0.8790226932939544,90023999.83999957,10.307142857142859,271.58160640874235,233.77039359125763,70.46645702306071,15.47999999999999,49402014931.22746
2015-07-09,272.31,265.13,268.64,48385.86,13058350.83,269.14,3862503903.2800016,0.0091281319259231,0.0018612269207862742,1,252.7280294125801,260.5073173917693,7.779287979189178,74.15691672401923,0.928453528997017,103082350.66999957,10.502857142857144,273.76090121882146,233.61109878117858,76.32565613283336,19.75999999999999,49402014931.22746
2015-07-10,297.85,266.91,269.14,117173.84,33254590.34,283.62,4095521056.4875,0.0018612269207862742,0.05380099576428621,1,253.94373093757417,261.8354224084202,7.891691470846013,73.47227128223237,2.1061759450594106,136336941.00999957,12.473571428571429,275.61189526760626,234.26110473239376,48.75044626918952,12.169999999999959,49402014931.22746
2015-07-11,298.76,282.28,283.62,46487.25,13584989.4,291.97,4195301867.783395,0.05380099576428621,0.02944080107185676,1,256.1419730903464,265.1868958840479,9.04492279370146,78.75830858435862,0.8601735864631508,149921930.40999958,13.89357142857143,280.61918156358706,233.1178184364129,70.96279248177984,19.5,49402014931.22746
2015-07-12,315.88,291.26,291.97,120702.44,36866127.76,310.44,4459352692.658084,0.02944080107185676,0.06325992396479085,1,258.79590100958,269.3073734403482,10.511472430768208,78.92817059483724,2.0810112598392103,186788058.16999957,15.580714285714285,286.9214117225978,231.6025882774022,64.79681978798591,34.35000000000002,51076366303.48193
2015-07-13,310.88,276.85,310.44,146845.71,42741263.66,290.35,4179711756.9,0.06325992396479085,-0.0647145986341966,0,262.6213898236852,275.6354698341408,13.014080010455586,85.01706484641635,2.2389907753163523,229529321.82999957,17.327142857142853,297.7008702626685,227.1211297373315,91.4249684741488,55.56,51076366303.48193
2015-07-14,296.96,285.17,290.35,60619.43,17635928.71,286.96,4122384618.0649986,-0.0647145986341966,-0.011675563974513636,0,264.6753609478567,277.89924370581144,13.223882757954755,66.70670670670668,0.9710359045876513,211893393.11999956,17.714285714285708,300.9844904129045,228.4965095870955,59.757250945775574,34.95000000000002,51076366303.48193
2015-07-15,292.92,283.17,286.96,59578.59,17274148.89,283.42,4084701354.030234,-0.011675563974513636,-0.012336214106495547,0,266.32607495171914,279.2932062126097,12.96713126089054,61.87851050551276,0.95127584586847,194619244.22999954,17.65428571428571,302.7229204243682,231.39807957563167,54.4136191677175,26.409999999999968,51076366303.48193
2015-07-16,290.84,273.28,283.42,121324.43,34155564.7,276.59,3981564979.0499988,-0.012336214106495547,-0.02409851104368088,0,267.59229162196215,279.9280975645159,12.335805942553748,63.844172569220845,1.7273944539299544,160463679.52999955,18.12071428571428,303.5157709294868,234.6912290705132,48.83354350567468,13.28000000000003,51076366303.48193
2015-07-17,280.76,271.17,276.59,62121.51,17217352.98,279.62,4007009432.32,-0.02409851104368088,0.010954842908275975,1,268.2587885388538,279.4145440930519,11.155755554198095,61.159658682019085,0.8466508232950851,143246326.54999956,18.625714285714277,303.0359361292123,238.5350638707877,37.14605663093901,7.509999999999991,51076366303.48193
2015-07-18,282.53,243.24,279.62,55337.05,15358107.19,274.05,3951120257.4274983,0.010954842908275975,-0.019919891281024227,0,269.100359758198,279.4461526941209,10.345792935922873,62.136700741631564,0.7374643534580706,158604433.73999956,20.881428571428565,303.263171386661,241.19682861333894,50.08259911894274,13.410000000000025,51076366303.48193
2015-07-19,277.07,271.85,274.05,30202.22,8322466.0,273.18,3926969933.4822383,-0.019919891281024227,-0.0031746031746031633,0,269.4669997761093,278.6159753565638,9.148975580454533,56.736526946107766,0.4060106369259936,150281967.73999956,20.097857142857134,302.5109510372335,244.4660489627665,42.41464757709252,5.410000000000025,51076366303.48193
2015-07-20,278.85,271.82,273.18,46596.58,12900609.61,277.68,3993823954.025,-0.0031746031746031633,0.016472655392049118,1,269.7420368297308,277.77967145555397,8.03763462582316,51.66156536947966,0.6323118618246247,137381358.12999958,19.390714285714278,302.26527209219944,246.33272790780063,41.21696035242291,4.0400000000000205,51076366303.48193
2015-07-21,281.05,274.19,277.68,49054.44,13667891.12,275.09,3961652068.233111,0.016472655392049118,-0.009327283203687808,0,270.33003410160256,277.76433738546876,7.4343032838662,54.53013063632531,0.663960926427919,151049249.24999958,19.37214285714285,302.5590659506019,247.39493404939807,47.41189427312776,-5.939999999999998,51076366303.48193
2015-07-22,277.39,273.12,275.09,41969.04,11596311.21,276.46,3980470592.0700016,-0.009327283203687808,0.004980188302010191,1,270.68262416815054,277.35290086462743,6.67027669647689,54.69146238377005,0.5644274491666802,139452938.03999957,18.955714285714286,302.1969628405525,249.5040371594474,43.846365638766486,-16.880000000000052,51076366303.48193
2015-07-23,277.85,274.47,276.46,35661.27,9870635.2,275.52,3973299338.7,0.004980188302010191,-0.0034001302177529835,0,271.1105779334727,277.2155315008386,6.104953567365897,54.17824321436201,0.4858176920307125,149323573.23999956,18.68428571428571,301.3575739917305,252.50142600826948,45.732378854625516,-33.98000000000002,51076366303.48193
2015-07-24,289.81,274.26,275.52,74359.53,21095041.66,288.37,4158911304.5409093,-0.0034001302177529835,0.046639082462253345,1,271.4372017902525,276.9546805007096,5.517478710457112,53.392895128696004,1.0846319975083851,128228531.57999957,17.584999999999997,300.1909447270346,255.68005527296538,44.4383259911894,-14.830000000000041,51076366303.48193
2015-07-25,291.24,284.67,288.37,41648.34,12024889.58,288.74,4158095826.323497,0.046639082462253345,0.0012830738287616938,1,272.69148313912274,278.71088350060046,6.019400361477722,52.57062452646388,0.6218399554169097,140253421.15999958,16.592142857142854,300.45579348454385,258.1972065154562,62.12830396475771,1.410000000000025,51076366303.48193
2015-07-26,293.28,286.77,288.74,30991.92,9038050.71,291.77,4205901558.4920735,0.0012830738287616938,0.010493869917572729,1,273.8802621658544,280.2538245005081,6.373562334653684,48.08671958298777,0.5209288419952732,149291471.8699996,14.75285714285714,301.32055096737065,259.1924490326294,67.26788882318156,5.319999999999993,52278304845.59168
2015-07-27,295.79,285.4,291.77,69710.58,20358325.65,293.01,4219037232.32,0.010493869917572729,0.004249922884463908,1,275.20542793134666,282.0255438081222,6.82011587677556,36.46512976656516,1.2925022848801058,169649797.5199996,13.064285714285717,302.36442870341045,260.4175712965896,90.33879374534624,15.180000000000007,52278304845.59168
2015-07-28,296.68,291.67,293.01,49065.8,14466428.05,293.7,4238912996.72,0.004249922884463908,0.002354868434524482,1,276.52428512161725,283.7154601453342,7.191175023716937,52.65363128491613,0.9318329210280006,184116225.5699996,11.617142857142861,303.0343768515743,262.4276231484257,93.1324850299401,13.389999999999986,52278304845.59168
2015-07-29,294.72,286.89,293.7,50673.64,14738216.66,288.37,4162873225.658961,0.002354868434524482,-0.01814776983316302,0,277.79656029779375,285.25154319989815,7.454982902104405,57.10670603121042,0.9605471746790845,198854442.2299996,11.480000000000006,303.71077197692705,264.257228023073,94.42365269461075,19.649999999999977,52278304845.59168
2015-07-30,289.89,284.91,288.37,44792.49,12888680.67,287.02,4135724833.44,-0.01814776983316302,-0.004681485591427781,0,278.57977805351277,285.7313057845292,7.151527731016415,55.02946555578129,0.932307154047359,185965761.55999961,10.853571428571431,303.4634531379455,266.42754686205444,84.44985029940119,15.189999999999998,52278304845.59168
2015-07-31,288.69,280.77,287.02,49212.01,14019071.24,283.73,4090154891.219836,-0.004681485591427781,-0.0114626158455855,0,279.2049796791785,285.92956643306314,6.724586753884637,61.9254516350331,1.0311134066047853,171946690.3199996,10.544285714285719,303.64464003736845,266.58635996263155,81.92365269461072,9.339999999999975,52278304845.59168
2015-08-01,284.53,276.3,283.73,39426.68,11068826.78,280.47,4047265065.76,-0.0114626158455855,-0.011489796637648486,0,279.5401663696097,285.5911715972073,6.051005227597557,54.671516253694,0.832889226307162,160877863.5399996,8.503571428571433,302.9552682199832,266.4517317800168,47.9082864038617,8.640000000000043,52278304845.59168
2015-08-02,282.5,275.93,280.47,35672.07,9978638.45,281.36,4062048251.28,-0.011489796637648486,0.0031732449103289984,1,279.60904293482383,284.8032990437908,5.194256108966954,57.70153550863722,0.7442317147858516,150899225.08999962,8.505714285714292,296.91629768507056,269.4937023149295,34.7948511665327,4.010000000000048,52278304845.59168
2015-08-03,285.0,278.94,281.36,45894.1,13006246.28,281.58,4063535808.711956,0.0031732449103289984,0.0007819164060276496,1,279.73874345817023,284.27356072936146,4.53481727119123,59.80815347721819,0.9694926571412047,163905471.36999962,8.436428571428577,296.0640686287242,269.44693137127575,34.97453310696098,5.840000000000032,52278304845.59168
2015-08-04,285.66,279.58,281.58,44841.21,12732203.17,284.3,4098275923.12,0.0007819164060276496,0.009659776972796408,1,279.87513283163906,283.8591667709982,3.984033939359108,55.211117049705976,0.9538171626736788,176637674.5399996,8.308571428571437,295.6539819156167,269.31901808438323,35.908319185059334,-6.7900000000000205,52278304845.59168
2015-08-05,285.45,280.53,284.3,38285.97,10854754.48,281.72,4057353077.6039124,0.009659776972796408,-0.009074920858248237,0,280.20290077003614,283.9269872677677,3.724086497731548,62.2636484687084,0.8164099909487605,187492429.0199996,8.334285714285723,295.71698347035266,269.3440165296474,44.78144513826946,-4.439999999999998,52278304845.59168
2015-08-06,281.98,276.46,281.72,33261.93,9319083.23,278.0,4008508406.56,-0.009074920858248237,-0.013204600312367032,0,280.3152784907742,283.5874507650342,3.272172274260015,56.78534571723429,0.7029918110379397,178173345.7899996,8.652857142857155,295.6833268535612,269.89067314643876,33.27386262265848,-10.049999999999955,52278304845.59168
2015-08-07,279.6,274.28,278.0,42811.69,11919665.19,277.89,4015651480.2780004,-0.013204600312367032,-0.0003956834532374831,0,280.1437763803465,282.7278429550289,2.5840665746824243,52.98507462686566,0.9459350322978833,166253680.5999996,8.073571428571443,295.70601360315845,269.7059863968416,16.607142857142954,-15.009999999999991,52278304845.59168
2015-08-08,278.92,257.42,277.89,82543.32,22308123.7,258.6,3745910822.1530533,-0.0003956834532374831,-0.06941595595379457,0,279.9768299818023,281.983559423486,2.0067294416836603,31.805555555555458,1.6728435857874553,143945556.89999962,8.486428571428585,295.4659786926597,270.33002130734036,52.139582272032534,-15.810000000000002,52278304845.59168
2015-08-09,266.75,258.56,258.6,57475.12,15154749.09,263.87,3811337988.900654,-0.06941595595379457,0.02037896365042524,1,278.3933610942614,278.3860887429497,-0.007272351311712555,18.419949706621907,1.1003743178689644,128790807.80999961,9.402142857142868,298.29747354666466,266.0405264533353,3.0056036678553415,-29.769999999999982,52699842409.34701
2015-08-10,266.63,260.52,263.87,48569.01,12873441.85,263.3,3817350354.96,0.02037896365042524,-0.0021601546215939127,0,277.3175565687606,276.15284432095746,-1.164712247803152,22.077662129703725,0.9724815494986032,141664249.6599996,9.233571428571436,299.48886458902683,263.46813541097316,16.428935303107465,-23.149999999999977,52699842409.34701
2015-08-11,269.9,261.44,263.3,51361.8,13681939.6,269.03,3909600811.62,-0.0021601546215939127,0.021762248385871485,1,276.2792190451487,274.17548365619473,-2.1037353889539645,19.86204098194355,1.0379504489843125,127982310.05999961,9.480000000000006,300.4820577393382,261.29594226066183,15.76407506702411,-20.430000000000007,52699842409.34701
2015-08-12,271.5,263.66,269.03,56734.31,15232934.05,267.66,3879202423.705,0.021762248385871485,-0.005092368880793785,0,275.74223985661916,273.3838707860109,-2.358369070608262,27.296153138229258,1.1525236132583667,143215244.10999963,9.506428571428573,300.735923984553,260.2990760154471,35.75608253772703,-11.440000000000055,52699842409.34701
2015-08-13,268.39,261.28,267.66,56486.75,14962211.79,263.44,3821420843.637938,-0.005092368880793785,-0.015766270641859204,0,275.14355542279554,272.50327528047075,-2.640280142324798,29.442128250942957,1.1194957535378713,128253032.31999964,9.432142857142862,301.04529547139606,259.20370452860396,32.7470418931884,-13.699999999999989,52699842409.34701
2015-08-14,267.22,260.21,263.44,52327.95,13899139.99,265.03,3843674745.1425014,-0.015766270641859204,0.006035529911934345,1,274.27662539147735,271.1089252373214,-3.167700154155966,27.854996243425916,1.0406220797164856,114353892.32999964,9.398571428571435,300.68233332108645,257.07366667891364,21.31728045325772,-18.139999999999986,52699842409.34701
2015-08-15,266.55,259.38,265.03,38905.99,10303301.22,260.52,3777139796.810643,0.006035529911934345,-0.017016941478323222,0,273.59169017729386,270.17370597004117,-3.4179842072526867,31.858750485060042,0.7745743472671394,124657193.54999964,9.14500000000001,299.81506468900346,255.56993531099653,26.947592067988506,-19.27000000000004,52699842409.34701
2015-08-16,261.92,254.57,260.52,69037.08,17880398.95,257.12,3739450598.7300014,-0.017016941478323222,-0.013050821434054893,0,272.62341683082764,268.6885204361887,-3.9348963946389404,31.104375828755337,1.2894859935603957,106776794.59999964,9.335000000000008,298.47927527373645,253.78072472626357,19.137986490833008,-21.200000000000045,52699842409.34701
2015-08-17,259.93,252.87,257.12,47882.96,12378054.89,257.13,3729475807.2000012,-0.013050821434054893,3.889234598619673e-05,1,271.47501558409965,266.90874806139044,-4.566267522709211,28.083182640144585,0.8955698572884556,94398739.70999964,9.448571428571436,296.7414160185355,251.92958398146453,12.96126867947544,-20.879999999999995,52699842409.34701
